Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
2002-10-31,0.0506,-0.0271,0.0378,0.031400000000000004,0.1937,0.2194,0.0572,0.056799999999999996,-0.0060999999999999995,0.0638
2002-11-30,-0.0109,0.1199,0.0625,0.0302,0.16269999999999998,0.11810000000000001,0.019,0.0378,0.0158,0.042
2002-12-31,-0.0023,-0.0652,-0.0381,0.0084,-0.129,-0.0951,-0.0699,-0.0409,0.0383,-0.0479
2003-01-31,-0.0393,-0.034,-0.0407,-0.025,-0.0151,-0.041100000000000005,-0.047599999999999996,-0.006,-0.0321,-0.023799999999999998
2003-02-28,-0.0288,-0.0479,-0.0227,0.0195,0.0116,-0.0645,-0.0121,-0.0196,-0.0398,-0.027000000000000003
2003-03-31,-0.0262,-0.025699999999999997,0.0132,0.015,-0.0097,-0.0043,0.046799999999999994,0.0373,0.0431,0.0104
2003-04-30,0.0438,0.1505,0.063,-0.004699999999999999,0.09179999999999999,0.11259999999999999,0.0897,0.042699999999999995,0.0723,0.1164
2003-05-31,0.09539999999999998,0.0286,0.0466,0.0866,0.098,0.0632,0.0348,0.0394,0.1016,0.052300000000000006
2003-06-30,0.0166,0.0242,0.0054,-0.0096,0.0034999999999999996,0.0209,0.0344,0.0416,0.0106,0.0091
2003-07-31,-0.0169,0.0667,0.049699999999999994,-0.0262,0.055999999999999994,-0.0171,0.0329,0.0048,-0.054299999999999994,0.0361
2003-08-31,0.0029,0.0803,0.0409,0.061900000000000004,0.060599999999999994,0.0126,0.0673,-0.0282,0.0192,0.0062
2003-09-30,0.011399999999999999,-0.0421,-0.0374,-0.0218,-0.009300000000000001,-0.0552,-0.0454,0.003,0.0384,0.0026
2003-10-31,0.0593,0.0731,0.0889,0.0165,0.0828,0.0683,0.09029999999999999,0.0087,0.0151,0.0634
2003-11-30,0.0359,0.030699999999999998,0.0208,0.006500000000000001,0.018600000000000002,-0.0063,0.005600000000000001,0.0182,0.0095,0.0115
2003-12-31,0.0344,0.11900000000000001,0.0673,0.136,0.0215,0.0757,-0.0213,0.0564,0.058600000000000006,0.042800000000000005
2004-01-31,0.0006,-0.0076,-0.006999999999999999,0.0023,0.0451,0.0165,0.0045000000000000005,0.031,0.0191,0.028900000000000002
2004-02-29,0.0426,0.0,0.0197,0.0454,-0.0291,-0.0042,0.061,0.0089,0.021099999999999997,0.0213
2004-03-31,-0.0009,-0.013600000000000001,-0.0028000000000000004,0.0002,-0.025099999999999997,-0.0203,0.0028000000000000004,-0.0391,0.011399999999999999,-0.0066
2004-04-30,0.0141,0.0246,-0.0017000000000000001,0.026600000000000002,-0.0489,-0.0043,-0.027200000000000002,0.0351,-0.035699999999999996,-0.037000000000000005
2004-05-31,-0.0191,-0.016399999999999998,0.0167,0.0055000000000000005,0.0483,-0.0296,0.003,-0.0042,0.0126,0.0172
2004-06-30,0.0167,0.053399999999999996,0.053,0.0546,0.026699999999999998,0.008,0.0003,-0.005,0.0203,0.0131
2004-07-31,-0.059699999999999996,-0.0464,-0.0406,0.0332,-0.0851,-0.01,-0.0403,-0.0593,0.0106,-0.023
2004-08-31,0.0079,-0.0223,0.0134,-0.0138,-0.0451,0.011699999999999999,-0.012,0.016399999999999998,0.036699999999999997,0.018799999999999997
2004-09-30,-0.0202,0.023,0.0194,0.0882,0.0346,0.013300000000000001,0.026099999999999998,-0.0141,0.0138,0.011000000000000001
2004-10-31,0.028399999999999998,-0.03,-0.014499999999999999,0.0064,0.051399999999999994,0.0331,0.030600000000000002,-0.024300000000000002,0.0424,0.0109
2004-11-30,0.0461,0.0727,0.0723,0.0658,0.057300000000000004,0.0363,0.036699999999999997,0.0067,0.0489,0.046900000000000004
2004-12-31,0.04769999999999999,0.048799999999999996,0.0252,-0.0231,0.030899999999999997,0.0418,0.035,0.056600000000000004,0.0248,0.0441
2005-01-31,0.0023,-0.0702,-0.0176,0.030299999999999997,-0.0632,-0.0424,-0.0103,-0.0408,0.0176,-0.0217
2005-02-28,0.0073,-0.0025,0.0407,0.1945,0.0003,-0.0044,0.0063,0.024399999999999998,0.0236,0.0015
2005-03-31,-0.0085,-0.08,-0.0139,-0.0344,-0.0254,-0.0004,0.0022,-0.0048,0.0060999999999999995,-0.0236
2005-04-30,-0.0096,-0.1105,-0.046799999999999994,-0.056100000000000004,-0.0451,-0.02,-0.0528,0.0395,0.0213,-0.0159
2005-05-31,0.0233,0.08810000000000001,0.0291,0.021,0.0821,0.015,0.0643,0.0148,0.0166,0.032400000000000005
2005-06-30,-0.0167,0.021,-0.0116,0.0576,-0.016399999999999998,0.0019,0.024399999999999998,-0.0058,0.0556,0.014199999999999999
2005-07-31,0.0271,0.0542,0.0583,0.058899999999999994,0.0613,0.0313,0.0583,0.037200000000000004,0.0298,0.0241
2005-08-31,0.0008,-0.0287,-0.013600000000000001,0.0581,-0.0038,-0.012,-0.055999999999999994,-0.0031,0.0125,-0.0167
2005-09-30,0.0037,-0.0434,0.0084,0.0726,0.0067,-0.0147,-0.018000000000000002,-0.019299999999999998,0.0438,0.012199999999999999
2005-10-31,-0.015,-0.0521,-0.0239,-0.1016,-0.0178,-0.030299999999999997,0.0154,-0.0326,-0.06849999999999999,0.0124
2005-11-30,0.009899999999999999,0.022099999999999998,0.053099999999999994,0.0101,0.0645,0.0264,0.0394,0.0159,-0.0022,0.049100000000000005
2005-12-31,-0.0007000000000000001,-0.006500000000000001,0.0144,0.0044,-0.0191,-0.0173,-0.0059,0.024,0.0124,0.0019
2006-01-31,0.001,0.0579,0.051699999999999996,0.12539999999999998,0.0406,0.038599999999999995,0.020099999999999996,0.0219,0.030299999999999997,0.0158
2006-02-28,0.0115,-0.0038,0.0102,-0.0814,-0.009899999999999999,0.033,0.013999999999999999,0.0105,0.0023,0.009899999999999999
2006-03-31,0.0124,0.026600000000000002,0.0301,0.04,0.0288,0.018000000000000002,0.024300000000000002,-0.0101,-0.0365,0.0187
2006-04-30,0.0105,0.0028000000000000004,0.0408,0.0452,-0.011399999999999999,0.0147,-0.0158,-0.018600000000000002,0.0182,0.0215
2006-05-31,0.0106,0.0063,-0.0335,-0.0346,-0.069,0.0,-0.0187,-0.022000000000000002,0.0151,-0.030899999999999997
2006-06-30,0.003,0.0187,-0.005,0.0273,-0.0143,0.029500000000000002,0.0029,-0.0011,0.0242,-0.0034999999999999996
2006-07-31,0.0355,-0.0301,-0.0365,0.0506,-0.0378,0.024399999999999998,-0.0429,0.0412,0.0483,-0.0091
2006-08-31,0.030600000000000002,0.023700000000000002,0.020499999999999997,-0.032400000000000005,0.0741,0.022799999999999997,0.0222,0.0233,0.022799999999999997,0.0173
2006-09-30,-0.006500000000000001,0.042199999999999994,0.0189,-0.0381,0.035699999999999996,0.0366,0.056900000000000006,0.015300000000000001,-0.0212,0.032400000000000005
2006-10-31,0.0281,0.0496,0.044199999999999996,0.052000000000000005,0.0404,0.052000000000000005,0.0392,0.017,0.0536,0.029500000000000002
2006-11-30,0.014499999999999999,0.018000000000000002,0.0354,0.0859,0.0302,0.0063,-0.0123,0.0007000000000000001,0.030600000000000002,0.016
2006-12-31,0.0202,-0.008100000000000001,0.005,-0.019299999999999998,-0.0097,0.0433,0.0146,0.0013,0.0073,0.0321
2007-01-31,0.0154,0.0291,0.0316,-0.013300000000000001,0.0199,0.0273,0.0364,0.0351,0.0048,0.0105
2007-02-28,-0.0149,-0.004,0.0070999999999999995,-0.0212,-0.0235,-0.0278,-0.0068000000000000005,-0.0285,0.0416,-0.0229
2007-03-31,0.0265,-0.011000000000000001,0.016399999999999998,0.059000000000000004,0.0087,0.0231,0.008,-0.0025,0.0433,-0.0026
2007-04-30,0.0362,0.0621,0.0441,0.0513,0.048499999999999995,0.0174,0.022799999999999997,0.0678,0.0392,0.033
2007-05-31,0.0288,0.0317,0.04769999999999999,0.07150000000000001,0.0392,0.0731,0.0236,0.011399999999999999,0.011899999999999999,0.0317
2007-06-30,-0.0106,0.018799999999999997,-0.0068000000000000005,0.0086,0.0053,-0.018000000000000002,-0.0197,-0.0337,-0.0482,-0.0277
2007-07-31,-0.0415,-0.057999999999999996,-0.0002,-0.011000000000000001,-0.0106,-0.0311,-0.053200000000000004,-0.04019999999999999,-0.0373,-0.0527
2007-08-31,0.0182,-0.0179,0.0068000000000000005,0.0023,0.028900000000000002,-0.0086,0.015300000000000001,0.0232,0.0184,0.0118
2007-09-30,0.04,0.0172,0.054299999999999994,0.0784,0.0417,0.020499999999999997,-0.006500000000000001,0.0354,0.0348,0.0263
2007-10-31,0.0218,0.0095,0.0097,0.0279,0.0679,-0.0218,0.011699999999999999,0.0141,0.06559999999999999,0.0024
2007-11-30,0.0085,-0.08960000000000001,-0.026600000000000002,-0.0434,-0.0751,-0.0625,-0.0373,0.0001,-0.0070999999999999995,-0.059800000000000006
2007-12-31,-0.0101,-0.0216,0.01,0.077,0.0146,-0.0025,-0.0268,-0.0395,0.009000000000000001,-0.0349
2008-01-31,-0.0519,-0.052000000000000005,-0.07429999999999999,-0.0911,-0.1235,-0.07780000000000001,-0.004699999999999999,-0.0461,-0.0693,-0.0204
2008-02-29,-0.0013,-0.06,0.0074,0.0694,-0.0358,-0.0385,-0.04650000000000001,-0.009300000000000001,-0.030299999999999997,-0.079
2008-03-31,0.0118,-0.0414,-0.0015,-0.028900000000000002,0.0067,-0.0005,0.018500000000000003,-0.0177,0.008100000000000001,-0.0194
2008-04-30,-0.0115,0.06559999999999999,0.0507,0.1063,0.0644,0.0462,0.0501,0.0043,0.0639,0.0347
2008-05-31,0.0338,0.013300000000000001,0.033,0.042800000000000005,0.0565,0.0479,0.011899999999999999,0.016200000000000003,0.0359,-0.0239
2008-06-30,-0.07339999999999999,-0.195,-0.0919,0.0282,-0.0882,-0.1092,-0.0809,-0.0301,-0.0040999999999999995,-0.1476
2008-07-31,0.0226,-0.0066,-0.0024,-0.1566,-0.005699999999999999,-0.030899999999999997,0.011399999999999999,0.0675,-0.071,0.043899999999999995
2008-08-31,0.0172,0.0166,0.014199999999999999,-0.0004,0.024,0.04,0.053899999999999997,0.0177,-0.0046,0.0067
2008-09-30,-0.0296,-0.08990000000000001,-0.1351,-0.12119999999999999,-0.1247,-0.1261,-0.0576,-0.059500000000000004,-0.1184,-0.06309999999999999
2008-10-31,-0.1341,-0.3362,-0.2071,-0.1678,-0.1826,-0.1553,-0.1508,-0.1103,-0.1112,-0.1972
2008-11-30,-0.0437,-0.10710000000000001,-0.0768,0.0014000000000000002,-0.10869999999999999,-0.0158,-0.0768,-0.0733,0.0126,-0.12359999999999999
2008-12-31,0.0087,0.0017000000000000001,0.0139,-0.024300000000000002,0.0217,0.0347,0.0489,0.0674,-0.0204,0.008100000000000001
2009-01-31,-0.050499999999999996,-0.12689999999999999,-0.0922,-0.0353,-0.032,-0.1032,-0.0761,-0.022000000000000002,-0.0084,-0.1766
2009-02-28,-0.0766,-0.12140000000000001,-0.1353,-0.1251,-0.0508,-0.0695,-0.0305,-0.1082,-0.1252,-0.1459
2009-03-31,0.0644,0.12210000000000001,0.0761,0.039599999999999996,0.11470000000000001,0.0795,0.0998,0.0741,0.0282,0.1307
2009-04-30,0.049699999999999994,0.4432,0.17059999999999997,0.0454,0.1229,0.0965,0.09539999999999998,-0.009399999999999999,0.0209,0.16219999999999998
2009-05-31,0.0716,-0.0322,0.055,0.105,0.0304,0.0105,-0.009300000000000001,0.0621,0.0464,0.0716
2009-06-30,0.006500000000000001,0.044000000000000004,-0.0173,-0.0478,0.0453,0.0165,-0.0029,0.0361,0.0464,-0.02
2009-07-31,0.0731,0.19760000000000003,0.1133,0.0535,0.081,0.0554,0.0677,0.0548,0.0441,0.0917
2009-08-31,0.0074,0.025,0.0297,0.0078000000000000005,0.0227,0.0073,0.0371,0.022000000000000002,0.0025,0.07730000000000001
2009-09-30,0.042300000000000004,0.021,0.0652,0.0512,0.052300000000000006,0.0649,0.024,0.0218,0.022400000000000003,0.031200000000000002
2009-10-31,-0.0062,-0.0060999999999999995,-0.0287,0.0248,-0.015,-0.0398,0.0004,-0.0347,-0.0271,-0.0545
2009-11-30,0.038599999999999995,0.10369999999999999,0.0761,0.0322,0.0483,0.0684,0.05,0.08070000000000001,0.0458,0.0596
2009-12-31,0.0264,0.0565,0.0287,-0.0052,0.059800000000000006,0.0642,0.0195,0.024700000000000003,0.0587,0.0088
2010-01-31,-0.024,-0.004,-0.0331,-0.048499999999999995,-0.0781,-0.0677,-0.0183,-0.0001,-0.044500000000000005,-0.0053
2010-02-28,0.026600000000000002,0.0739,0.0521,0.0259,0.0479,0.0276,0.0429,0.0038,-0.0042,0.0361
2010-03-31,0.057999999999999996,0.09380000000000001,0.065,0.032,0.0668,0.07629999999999999,0.0625,0.0363,0.031200000000000002,0.081
2010-04-30,-0.0102,0.0727,0.0318,0.0408,0.0227,0.0341,0.0252,-0.0218,0.0285,0.0181
2010-05-31,-0.057300000000000004,-0.0907,-0.0843,-0.1023,-0.0776,-0.058499999999999996,-0.0541,-0.0808,-0.063,-0.0875
2010-06-30,-0.0191,-0.10679999999999999,-0.057999999999999996,-0.0626,-0.061500000000000006,-0.0384,-0.0911,-0.0166,-0.0070999999999999995,-0.065
2010-07-31,0.0736,0.15380000000000002,0.0981,0.07690000000000001,0.0726,0.0959,0.0461,0.021400000000000002,0.0681,0.0678
2010-08-31,-0.011699999999999999,-0.0958,-0.0557,-0.0344,-0.0653,-0.0199,-0.0397,-0.017,0.0036,-0.071
2010-09-30,0.061500000000000006,0.1308,0.1016,0.092,0.1255,0.0788,0.1215,0.09,0.0365,0.0851
2010-10-31,0.044000000000000004,0.08539999999999999,0.051699999999999996,0.0458,0.0641,0.045599999999999995,0.0241,0.0194,0.018600000000000002,0.0203
2010-11-30,-0.0007000000000000001,0.0732,0.0148,0.055099999999999996,-0.0073,-0.0189,0.0418,-0.0334,-0.013600000000000001,0.0049
2010-12-31,0.0435,0.08900000000000001,0.0699,0.0941,0.059800000000000006,0.0659,0.0321,0.0545,0.0323,0.09230000000000001
2011-01-31,-0.023700000000000002,-0.0024,0.0301,0.0693,0.0392,0.0005,-0.0086,-0.0072,0.0218,0.021
2011-02-28,0.0472,-0.0215,0.034300000000000004,0.07629999999999999,0.0241,0.07400000000000001,0.0226,0.0333,0.0242,0.029500000000000002
2011-03-31,0.030299999999999997,0.0187,0.0184,0.021099999999999997,-0.0143,0.0168,0.011000000000000001,0.0226,0.0092,-0.011000000000000001
2011-04-30,0.0461,0.0278,0.0291,0.0158,0.031200000000000002,0.0326,0.0451,0.0625,0.04,0.0106
2011-05-31,0.0204,-0.0358,-0.0217,-0.0451,-0.0176,0.0077,0.0088,0.0199,0.0132,-0.0264
2011-06-30,-0.010700000000000001,-0.0109,-0.006,-0.0231,-0.0246,-0.0138,-0.0088,-0.0187,-0.0034000000000000002,-0.021099999999999997
2011-07-31,-0.0042,-0.09029999999999999,-0.048,0.0049,-0.0053,-0.049800000000000004,-0.0064,-0.036699999999999997,-0.0033,-0.0364
2011-08-31,-0.0066,-0.1223,-0.0616,-0.09910000000000001,-0.0677,-0.0504,-0.0288,-0.0313,0.002,-0.0816
2011-09-30,-0.0487,-0.13849999999999998,-0.11019999999999999,-0.1223,-0.0478,-0.0572,-0.038900000000000004,-0.0397,-0.0161,-0.1109
2011-10-31,0.063,0.23070000000000002,0.1417,0.1625,0.11800000000000001,0.0761,0.0975,0.0552,0.067,0.1358
2011-11-30,0.0144,-0.0868,0.0138,0.0215,-0.019799999999999998,0.003,0.010700000000000001,0.013000000000000001,0.0101,-0.0204
2011-12-31,0.0189,-0.0103,-0.0079,-0.0034999999999999996,-0.0143,0.031200000000000002,0.009000000000000001,0.0347,0.0291,0.0147
2012-01-31,0.0039000000000000003,0.1366,0.0678,0.0101,0.08470000000000001,0.023700000000000002,0.0406,0.034300000000000004,-0.0271,0.0723
2012-02-29,0.0393,0.059500000000000004,0.038900000000000004,0.0652,0.0663,0.0507,0.031200000000000002,0.0125,0.013000000000000001,0.042
2012-03-31,0.039,0.0138,0.0063,-0.0327,0.04650000000000001,0.023799999999999998,0.0466,0.0395,0.0148,0.049100000000000005
2012-04-30,0.008100000000000001,-0.073,-0.0075,-0.015700000000000002,-0.021,0.0169,0.0095,0.006,0.017,-0.0168
2012-05-31,-0.026699999999999998,-0.0782,-0.0781,-0.1057,-0.078,-0.0077,-0.030299999999999997,-0.032400000000000005,-0.0088,-0.07719999999999999
2012-06-30,0.0344,-0.054299999999999994,0.0118,0.057800000000000004,0.029300000000000003,0.0702,0.0217,0.0684,0.0342,0.049100000000000005
2012-07-31,0.013999999999999999,-0.0034999999999999996,0.009300000000000001,0.0281,-0.001,0.0415,0.012199999999999999,0.0163,0.035,-0.0123
2012-08-31,0.0012,0.0425,0.0325,0.0236,0.048,0.0097,0.0276,0.0097,-0.0346,0.0313
2012-09-30,0.009399999999999999,0.034,0.017,0.0381,0.0121,0.048600000000000004,0.0192,0.046799999999999994,0.021099999999999997,0.0383
2012-10-31,-0.0168,0.06309999999999999,-0.006,-0.018600000000000002,-0.0634,-0.024300000000000002,-0.0103,-0.0192,0.0109,0.009300000000000001
2012-11-30,0.032,0.0256,0.0275,-0.0149,0.0148,0.0006,0.0147,0.0151,-0.0379,-0.0038
2012-12-31,-0.0226,0.076,0.0277,0.013300000000000001,0.0037,0.0115,-0.011200000000000002,-0.0053,0.0012,0.0366
2013-01-31,0.0512,0.0336,0.0604,0.0747,0.0239,0.048499999999999995,0.0554,0.0808,0.050499999999999996,0.0676
2013-02-28,0.0317,-0.0073,0.0128,0.0068000000000000005,0.0068000000000000005,0.0229,0.0084,0.013300000000000001,0.022000000000000002,0.013999999999999999
2013-03-31,0.0506,0.0444,0.026099999999999998,0.0207,0.027000000000000003,0.0564,0.0473,0.0652,0.056900000000000006,0.04190000000000001
2013-04-30,0.0374,0.0394,0.0073,-0.0139,0.0038,0.0432,0.027200000000000002,0.0259,0.0513,0.0083
2013-05-31,-0.0229,0.10039999999999999,0.0348,0.030299999999999997,0.045599999999999995,-0.0176,0.0223,0.0161,-0.07139999999999999,0.0594
2013-06-30,0.0007000000000000001,-0.0045000000000000005,-0.0199,-0.0239,-0.0292,0.019799999999999998,-0.0003,-0.0138,0.008199999999999999,-0.012
2013-07-31,0.028900000000000002,0.0901,0.0621,0.0518,0.057,0.034300000000000004,0.059000000000000004,0.08070000000000001,0.0458,0.0565
2013-08-31,-0.0391,-0.0103,-0.0181,-0.019,-0.0021,-0.0329,-0.0426,-0.036699999999999997,-0.0443,-0.0368
2013-09-30,0.02,0.0645,0.051699999999999996,0.0197,0.0382,0.042800000000000005,0.0449,0.0417,0.0105,0.0383
2013-10-31,0.0482,0.0076,0.046,0.0479,0.037599999999999995,0.058499999999999996,0.0512,0.0355,0.0334,0.0383
2013-11-30,0.0127,0.018799999999999997,0.0297,0.0087,0.0359,0.0008,0.0369,0.045,-0.0181,0.047
2013-12-31,0.024700000000000003,0.0124,0.031,0.030299999999999997,0.0398,0.0398,0.0025,0.0059,0.0179,0.0315
2014-01-31,-0.0572,-0.0362,-0.042800000000000005,-0.0689,-0.013999999999999999,-0.0381,-0.06480000000000001,0.0179,0.024900000000000002,-0.0433
2014-02-28,0.0346,0.0801,0.0542,0.056900000000000006,0.051500000000000004,0.0256,0.0533,0.0635,0.030899999999999997,0.0345
2014-03-31,0.0325,-0.0113,0.0031,0.024300000000000002,-0.0060999999999999995,0.0015,-0.0059,-0.024700000000000003,0.0268,0.0204
2014-04-30,0.0149,0.0033,0.0083,0.0567,-0.0105,0.0039000000000000003,-0.009300000000000001,-0.0033,0.0398,-0.0194
2014-05-31,0.0337,0.0069,0.0127,0.0088,0.0342,0.041100000000000005,0.009899999999999999,0.018500000000000003,0.0001,0.0178
2014-06-30,0.012,0.044500000000000005,0.0141,0.0412,0.0286,0.0154,0.0126,0.0287,0.054299999999999994,0.024399999999999998
2014-07-31,-0.0435,-0.0471,-0.041299999999999996,-0.0356,0.0015,0.008,-0.0202,-0.0034000000000000002,-0.064,-0.0226
2014-08-31,0.0556,0.0507,0.0483,0.0232,0.0424,0.0033,0.0501,0.0554,0.053099999999999994,0.041100000000000005
2014-09-30,-0.0007000000000000001,-0.09380000000000001,-0.025,-0.0783,-0.013999999999999999,-0.014499999999999999,-0.013300000000000001,-0.0022,-0.0338,-0.0111
2014-10-31,0.0269,0.0349,0.0241,-0.04190000000000001,0.0158,0.013000000000000001,0.0271,0.0592,0.06709999999999999,0.0341
2014-11-30,0.0479,0.044199999999999996,0.022799999999999997,-0.09570000000000001,0.042800000000000005,0.0246,0.0751,0.0252,0.0026,0.025099999999999997
2014-12-31,-0.0241,0.0034999999999999996,-0.0008,0.0054,-0.0126,-0.020499999999999997,0.016,-0.0083,0.018600000000000002,0.0118
2015-01-31,-0.005600000000000001,-0.042800000000000005,-0.0375,-0.0431,-0.0346,-0.0447,-0.004,0.0158,0.0124,-0.064
2015-02-28,0.0513,0.0802,0.061500000000000006,0.0472,0.08220000000000001,0.0892,0.0567,0.04,-0.0436,0.0724
2015-03-31,-0.0242,-0.0058,-0.020499999999999997,-0.024900000000000002,-0.025099999999999997,-0.0212,0.0066,0.0086,-0.0031,-0.0060999999999999995
2015-04-30,0.008100000000000001,-0.0070999999999999995,-0.0076,0.0665,0.0144,0.0363,-0.0209,-0.0155,0.0028000000000000004,0.0062
2015-05-31,0.015,0.009899999999999999,0.0088,-0.051100000000000007,0.019299999999999998,0.0033,0.010700000000000001,0.0499,-0.0043,0.0172
2015-06-30,-0.015300000000000001,-0.018500000000000003,-0.0199,-0.0375,-0.0359,-0.0055000000000000005,-0.0060999999999999995,0.0037,-0.0527,0.0003
2015-07-31,0.0496,-0.0231,-0.02,-0.0895,0.022099999999999998,0.0152,0.051399999999999994,0.035,0.0265,0.0182
2015-08-31,-0.040999999999999995,-0.059800000000000006,-0.056100000000000004,-0.0365,-0.0583,-0.08380000000000001,-0.053,-0.08380000000000001,-0.0408,-0.0617
2015-09-30,-0.005600000000000001,-0.0345,-0.0424,-0.0575,-0.0132,-0.025,-0.0206,-0.0692,-0.005,-0.030600000000000002
2015-10-31,0.068,0.0696,0.0941,0.1217,0.1012,0.0907,0.0482,0.0751,0.0209,0.06570000000000001
2015-11-30,-0.0092,0.0196,0.0040999999999999995,0.0106,0.0115,-0.0192,0.011000000000000001,0.0058,-0.0342,0.0138
2015-12-31,0.0078000000000000005,-0.0408,-0.0254,-0.096,-0.0252,-0.0296,0.0004,0.0032,-0.0239,-0.026699999999999998
2016-01-31,0.0017000000000000001,-0.1233,-0.0571,-0.0437,-0.0596,0.0039000000000000003,-0.0453,-0.1012,0.0467,-0.0873
2016-02-29,0.0059,0.0409,0.033,-0.029500000000000002,-0.0088,0.0091,0.0011,-0.0097,0.0172,-0.0042
2016-03-31,0.0496,0.1065,0.0691,0.10890000000000001,0.0849,0.0616,0.0556,0.0395,0.0784,0.07150000000000001
